Entrances,Not_reside,Used,floors,appartment,RuleID,Name,Shape_Leng,Shape_Area,lat,lon,Usage_Grouped,TileX,TileY,solar_2019,solar_2020,solar_2021,solar_2022,solar_2023,solar_2024
1,1,משרדים,14,0,1,מגדל הרכבת,120.947502,1023.41495,31.24306235,34.79924067,Public,386469.4037636157,329795.59422399354,0,0,0,0,0,1
8,8,מסחרי,1,0,1,,387.2412666,3404.44085,31.2430614,34.79903879,Public,386469.406726506,329794.4569933836,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.225781578,4.087913627,31.24262453,34.79772188,Public,386472.231035453,329787.0372803305,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.293009132,4.054273965,31.24280261,34.79772104,Public,386471.0711725889,329787.0331538947,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,8.78518954,3.737673309,31.24265538,34.79784963,Public,386472.0321551178,329787.757003833,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,8.984740313,3.994472884,31.24261955,34.79800648,Public,386472.2680188111,329788.6404354689,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.226252358,4.062683215,31.24244686,34.79800741,Public,386473.3927116663,329788.64513414435,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.104219315,4.120825027,31.24249055,34.7978505,Public,386473.1056759424,329787.761373358,0,0,0,0,0,0
1,1,תחבורה,1,0,1,,146.8161586,1074.650528,31.24317895,34.79836873,Public,386468.6303233705,329790.68289962003,0,0,0,0,0,0
1,1,משרדים,14,0,1,,178.524415,1123.519032,31.24608405,34.79852639,Public,386449.70342727465,329791.5850316419,0,0,0,1,1,0
1,1,בנק,2,0,1,משרד החינוך,104.5168304,661.3703361,31.2459119,34.79711448,Public,386450.8014928073,329783.63236957416,0,0,0,0,0,0
1,1,משרדים,2,0,1,,137.2236727,902.6946027,31.24561667,34.79704551,Public,386452.7246896384,329783.24206028227,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,11.55357969,5.961256,31.24549458,34.7964756,Public,386453.5107622061,329780.03171602363,0,0,0,0,0,0
1,1,משרדים,1,0,1,בית עמידר,121.2528947,533.8350082,31.24533589,34.79685868,Public,386454.5515818009,329782.1881351122,0,0,0,0,1,0
0,0,תחבורה,1,0,1,,12.55699979,8.30364,31.24503576,34.79598189,Public,386456.4928075668,329777.2484078648,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,11.90353041,6.968016,31.24516224,34.79612521,Public,386455.67091137066,329778.0563302618,0,0,0,0,0,0
1,1,דואר,2,0,1,דואר,175.0330019,1171.319377,31.24487311,34.79611386,Public,386457.5550693519,329777.990648735,0,0,0,0,0,0
1,1,משרדים,3,0,1,,140.1954987,858.2980167,31.24457584,34.79640166,Public,386459.4971608242,329779.60979859554,0,0,0,0,0,0
1,1,משרדים,3,0,1,,81.06827892,218.4784952,31.24479422,34.79663883,Public,386458.07803715626,329780.94676899875,0,0,0,0,0,0
1,1,משרדים,3,0,1,,69.88379004,257.3531863,31.24458251,34.7967001,Public,386459.45869547286,329781.2906607728,0,0,0,0,0,0
1,0,מגורים,22,100,1,,120.9503476,640.8223116,31.24800255,34.79987296,Residence,386437.21871143073,329799.181472818,0,0,0,0,0,0
1,1,אוניברסיטה,1,0,1,,106.7897861,568.0011841,31.24618444,34.8017053,Public,386449.1025759951,329809.4899833389,0,0,0,0,0,0
4,1,אוניברסיטה,3,0,1,,193.8086523,804.5553378,31.24660704,34.80145594,Public,386446.343969144,329808.0876999434,0,0,0,0,0,0
1,1,אוניברסיטה,3,0,1,,208.0773551,833.0770814,31.24662206,34.80205929,Public,386446.2561916616,329811.4861049148,0,0,0,0,0,0
2,1,אוניברסיטה,4,0,1,הקריה ע''ש דוד טוביהו,193.5490682,605.3488255,31.24677981,34.80169991,Public,386445.2219057706,329809.46278372617,0,0,0,0,0,0
2,1,אוניברסיטה,1,0,1,,99.30129339,501.2946053,31.2468451,34.80268808,Public,386444.8129185774,329815.0289531683,0,0,0,0,0,0
2,1,אוניברסיטה,4,0,1,,151.4759891,567.5412874,31.24707511,34.80139434,Public,386443.2917685811,329807.74343739,0,0,0,0,0,0
1,1,אוניברסיטה,1,0,1,,41.98532459,89.63403317,31.24726769,34.80250725,Public,386442.0551907221,329814.0127574407,0,0,0,0,0,0
1,1,אוניברסיטה,1,0,1,הקריה ע''ש דוד טוביהו,67.58243413,224.479146,31.24707648,34.80262189,Public,386443.3035788782,329814.65738324285,0,0,0,0,0,0
1,1,אוניברסיטה,1,0,1,הקריה ע''ש דוד טוביהו,129.6465916,822.672685,31.24713848,34.80231483,Public,386442.89424468856,329812.928245618,0,0,0,0,0,0
1,1,ארועים,1,0,1,,312.5102601,5330.39786,31.24397476,34.80497713,Public,386463.5516877383,329827.9138179656,0,0,1,1,1,1
2,2,קהילתי,3,0,1,בית יד לבנים,179.5331304,1718.906326,31.24985281,34.79865355,Public,386425.12840518745,329792.3305990839,0,0,0,0,0,0
2,1,עירייה,3,0,1,,27.98777384,43.356808,31.24946334,34.79944107,Public,386427.6834862126,329796.7612894732,1,1,1,1,1,1
2,1,עירייה,3,0,1,עיריית באר שבע,309.1520833,4563.125561,31.2497376,34.7998071,Public,386425.9008926004,329798.82478468807,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.496210081,4.606803066,31.24225363,34.7980089,Public,386474.65112692455,329788.6529553285,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.405255023,4.583136588,31.24206911,34.79800823,Public,386475.8527284708,329788.6486661226,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,8.98523001,3.889055861,31.24216264,34.79785084,Public,386475.2411669978,329787.76230497664,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,8.968238742,3.884350616,31.24211358,34.79772582,Public,386475.5586715104,329787.0578980073,0,0,0,0,0,0
1,1,תחבורה,3,0,1,,50.69345805,151.5489239,31.24139705,34.7982205,Public,386480.2320879738,329789.84289277747,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.11887853,4.119475262,31.24232645,34.79784995,Public,386474.1743760844,329787.7577706657,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.171956175,4.091437872,31.24234115,34.79772347,Public,386474.0766317066,329787.0453330725,0,0,0,0,0,0
1,1,תחבורה,1,0,1,,11.18782792,6.744088076,31.24253203,34.79608117,Public,386472.8071107219,329777.7950400322,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,24.70707085,20.766168,31.24218367,34.79758859,Public,386475.10005585424,329786.285057823,1,1,1,1,1,0
1,1,מקלט,1,0,1,,20.45447201,21.20696007,31.24396444,34.80533186,Public,386463.62441701925,329829.9124125532,0,0,1,0,0,0
1,1,מקלט,1,0,1,,15.2623643,13.25159217,31.24407804,34.8054343,Public,386462.8861559135,329830.4897728368,0,0,0,0,0,0
1,1,מקלט,1,0,1,,15.7923488,14.13610177,31.24421378,34.8053561,Public,386462.0008640272,329830.04942487035,0,0,0,0,0,0
1,2,תחנת דלק,1,0,1,,106.9983274,587.9925516,31.24199391,34.80420994,Public,386476.4379758581,329823.5890669338,0,0,0,0,0,0
1,3,מגורים,4,6,1,,62.72550047,225.9582241,31.24613002,34.8003596,Residence,386449.43476124393,329801.91012638586,0,0,0,0,0,0
1,1,משרדים,9,0,1,,155.9209112,1009.512971,31.2463902,34.7988864,Public,386447.7139239551,329793.61447164306,0,0,0,0,0,0
1,0,מוסך,1,0,1,,15.05699387,11.207486,31.25572441,34.82013256,Public,386387.1948067385,329913.34346664214,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,8.718021106,4.614247,31.23937073,34.79883748,Public,386493.430902575,329793.3170011745,0,0,0,0,0,0
1,0,תעשיה,2,0,1,,35.29876749,53.665045,31.24118752,34.80518052,Public,386481.70125409606,329829.05846570205,0,0,0,0,0,0
1,0,תעשיה,2,0,1,,35.17899935,54.131546,31.24121931,34.80513643,Public,386481.4937076093,329828.8099838762,0,0,0,0,0,0
1,0,תשתית,1,0,1,,5.971819168,2.087023,31.24006504,34.80084917,Public,386488.9424905412,329804.6520015645,0,0,0,0,0,0
1,0,תשתית,2,0,1,,8.190497115,5.321361192,31.24001259,34.8016174,Public,386489.2951711622,329808.98083718773,0,0,0,0,0,0
1,1,תשתית,3,0,1,,6.926448759,3.807870442,31.23988221,34.80162154,Public,386490.1436645095,329809.0042411157,0,0,0,0,0,0
1,1,תשתית,3,0,1,,6.801561067,3.66891,31.23997272,34.80178206,Public,386489.55704467377,329809.90870482306,0,0,0,0,0,0
1,0,תעשיה,2,0,1,,26.70384614,24.89719533,31.24071057,34.80494237,Public,386484.80172698194,329827.7168825708,0,0,0,0,0,0
2,2,תעשיה,3,0,1,,151.2782308,1100.420974,31.25085524,34.82173511,Public,386418.98263345775,329922.3520273394,0,0,0,1,1,1
1,1,תשתית,1,0,1,,58.36590037,158.1836953,31.25295279,34.82099903,Public,386405.2936004474,329918.21021825285,0,0,0,0,0,0
2,2,תשתית,1,0,1,,78.35521561,196.5899406,31.25295768,34.82083056,Public,386405.258921681,329917.2610292855,0,0,0,0,0,0
1,1,תשתית,1,0,1,,91.15482941,417.5191648,31.25313951,34.82050505,Public,386404.0675173494,329915.4277852532,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,12.58465583,8.53335741,31.22193679,34.80943655,Public,386606.7261165076,329853.2583443159,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,6.881085605,3.755440179,31.22152059,34.80861707,Public,386609.4145943048,329848.6419259691,0,0,0,0,0,0
2,2,מסחרי,1,0,1,,15.40757803,11.995328,31.2222979,34.80877707,Public,386604.3820701259,329849.5296320821,0,1,1,1,1,1
0,0,תחבורה,1,0,1,,12.81070899,8.868494153,31.22366794,34.81119687,Public,386595.52824058913,329863.1588394196,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,13.01181377,9.072659706,31.22328824,34.81143264,Public,386597.989801832,329864.4966299372,0,0,0,0,0,0
1,1,מסחרי,1,0,1,,70.29064546,260.7312119,31.22768391,34.81020792,Public,386569.48990672297,329857.5108701893,0,0,0,0,0,0
2,2,מסחרי,3,0,1,,152.5386833,957.3704469,31.22773543,34.81054106,Public,386569.1590871078,329859.3895026833,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,10.15856154,4.573442015,31.2263455,34.80771978,Public,386578.1440014261,329843.49435679486,0,0,0,1,1,1
0,0,תחבורה,1,0,1,,12.20439368,8.21751097,31.22678389,34.80642903,Public,386575.28873398417,329836.2065324874,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.886888984,4.331337327,31.22658406,34.80661861,Public,386576.5863984509,329837.278841437,0,0,0,0,0,0
1,1,מסחרי,1,0,1,,6.272372463,3.11989,31.22592442,34.80609309,Public,386580.8581522235,329834.3240491231,0,0,1,1,1,1
1,1,מסחרי,1,0,1,,6.272372463,3.11989,31.22596885,34.80604732,Public,386580.5696495748,329834.0651881644,0,0,1,1,1,1
1,1,מסחרי,1,0,1,,6.272372463,3.11989,31.22593924,34.80604604,Public,386580.7616090352,329834.05840922205,0,0,1,1,1,1
1,1,מסחרי,1,0,1,,6.272372463,3.11989,31.22594637,34.80602237,Public,386580.7151509624,329833.9247759336,0,0,1,1,1,1
1,1,מסחרי,1,0,1,,6.272372463,3.11989,31.22595377,34.80600126,Public,386580.666967226,329833.80558032566,0,0,1,1,1,1
1,1,מסחרי,1,0,1,,6.272372463,3.11989,31.22597613,34.80598729,Public,386580.52186172927,329833.7264402564,0,0,1,1,1,1
2,2,מסחרי,1,0,1,,145.4174269,1069.288323,31.22731664,34.81005622,Public,386571.87000760174,329856.66058581823,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,116.3196752,634.7990976,31.22751407,34.81002773,Public,386570.58950141264,329856.4968764692,0,0,1,1,1,1
0,0,תחבורה,1,0,1,,10.46620645,5.073551667,31.22611175,34.80882539,Public,386579.6700659263,329849.73536478163,0,0,0,0,0,0
1,1,מסחרי,1,0,1,,240.6557075,1433.51951,31.22803157,34.81006291,Public,386567.2338419688,329856.6876897047,0,0,0,0,0,0
1,10,מסחרי,4,0,1,,69.65448996,246.2113351,31.24573694,34.81042081,Public,386452.1584346587,329858.58850546693,0,0,0,0,0,0
1,1,מסחרי,1,0,1,,73.2024785,148.4342478,31.24542202,34.80995957,Public,386454.2026278238,329855.9891573147,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,138.7425641,1068.463318,31.24505735,34.81061784,Public,386456.58791129466,329859.69806155737,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,129.4209404,838.5616983,31.24487737,34.81038419,Public,386457.75650948967,329858.3813361961,0,0,0,0,0,0
1,1,מוסך,1,0,1,,12.67358576,8.491515,31.24357064,34.80782832,Public,386466.2271000468,329843.9785008482,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,107.4442812,594.2380172,31.24900089,34.8107667,Public,386430.8941841865,329860.54626122245,0,0,0,0,0,0
1,1,מוסך,1,0,1,,73.91571844,264.2017846,31.24760031,34.81064017,Public,386440.0211760995,329859.8284446987,0,0,1,0,1,1
5,5,מוסך,1,0,1,מרכז מסחרי,190.6850384,1061.892225,31.24673802,34.81065517,Public,386445.6403000165,329859.9107597905,0,0,1,1,1,1
6,6,תעשיה,1,0,1,,137.6587224,947.5188695,31.24663486,34.80976131,Public,386446.2983128164,329854.8742713177,0,0,0,1,1,1
1,0,מקלט,1,0,1,,12.57125449,8.215601,31.24644074,34.80941845,Public,386447.5576797309,329852.9420700738,0,0,0,0,0,0
1,1,מוסך,1,0,1,,137.1401674,808.352122,31.24548216,34.80911423,Public,386453.79777993134,329851.2260957198,0,0,0,0,0,0
1,1,משרדים,2,0,1,,19.1200656,18.94396,31.21736787,34.81141442,Public,386636.3096185863,329864.52430034673,0,0,1,1,1,1
0,0,תחבורה,1,0,1,,12.18134874,8.087752503,31.2244884,34.80956951,Public,386590.1983548991,329853.9609014036,0,1,0,1,1,1
1,1,מחסן,1,0,1,,11.86079833,7.459396,31.22499654,34.80900389,Public,386586.9003049737,329850.7607078017,0,0,0,0,0,0
1,1,מחסן,1,0,1,,5.112269528,2.0727395,31.22505032,34.80900054,Public,386586.5517305442,329850.74089870375,0,0,0,0,0,0
1,1,מחסן,1,0,1,,5.112269528,2.0727395,31.2250873,34.80900051,Public,386586.3120632065,329850.74010679615,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,13.71359674,8.70574018,31.21197525,34.80100981,Public,386671.108201616,329805.9211154863,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,12.42256799,8.960945,31.23716015,34.80042897,Public,386507.8342866928,329802.2882043939,0,0,0,0,0,0
1,0,משרדים,3,0,1,,8.513784125,3.783678,31.21459504,34.80090207,Public,386654.172016018,329805.2488447177,0,0,0,0,0,0
1,1,תחנת דלק,1,0,1,,75.87367387,343.2858163,31.22575774,34.80868533,Public,386581.9635978048,329848.9508254151,0,0,1,1,1,1
1,2,מסחרי,2,0,1,,4.058442018,1.306307282,31.22534846,34.80800404,Public,386584.61013606575,329845.1137020982,0,0,1,1,1,1
1,1,מסחרי,1,0,1,,11.86988027,7.928952,31.22931785,34.81059942,Public,386558.8959498093,329859.69609575963,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,8.145517674,3.920837,31.24440603,34.81104469,Public,386460.8359172507,329862.1032488242,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,11.87733389,7.43601,31.26138237,34.80611464,Public,386349.9572962152,329834.48386007093,0,0,0,0,0,0
1,1,תחנת דלק,1,0,1,,91.27871981,428.9499974,31.22672114,34.81845496,Public,386575.8073669954,329904.0615229396,0,1,1,1,1,1
1,0,תעשיה,1,0,1,,8.715497299,6.028602782,31.24283097,34.81952024,Public,386471.20888569375,329909.88001875044,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,7.561155938,4.535361652,31.24279041,34.81960132,Public,386471.4738796796,329910.3373262724,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,8.715497299,6.028602782,31.24275761,34.81960219,Public,386471.68729856826,329910.342389079,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,7.731676956,4.742233499,31.24279072,34.81967873,Public,386471.4729068441,329910.7737501994,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,6.426639862,3.274539864,31.24276695,34.81967754,Public,386471.6275455429,329910.7671561517,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,6.365306771,3.212336505,31.24273407,34.8196767,Public,386471.8414598592,329910.76258025004,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,5.381093939,2.295744235,31.24282641,34.81946802,Public,386471.2378491769,329909.5856345776,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,10.63913341,5.91548901,31.24443997,34.81768356,Public,386460.7119927266,329899.5202330927,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,12.92931334,8.250523571,31.24447328,34.8176791,Public,386460.4950930832,329899.4950076344,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,11.83265864,11.05421768,31.24242692,34.82768044,Public,386473.94303131744,329955.8962307445,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,8.474985158,5.699468116,31.24200631,34.82769741,Public,386476.6784163543,329955.9954610925,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,6.843699001,3.714770634,31.24237904,34.82769067,Public,386474.25453067466,329955.9543184616,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,12.04342747,7.272516,31.24315591,34.82709753,Public,386469.1944183851,329952.6032299485,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,27.7623558,24.346661,31.24239155,34.82773441,Public,386474.1737194437,329956.2008998932,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,25.22604225,24.857047,31.24240189,34.82776377,Public,386474.1068413941,329956.3663990879,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,228.1779999,2922.585981,31.25213708,34.82192725,Public,386410.62844972406,329923.43761608115,0,0,0,1,1,0
1,0,תעשיה,1,0,1,,11.87674382,11.16513656,31.24794561,34.81745285,Public,386437.878148869,329898.2165985969,0,0,0,0,0,0
1,0,מוסך,2,0,1,,176.4472278,1012.548862,31.25045994,34.82157154,Public,386421.5567970621,329921.42964625976,0,0,0,0,0,0
12,12,תעשיה,3,0,1,,396.2354191,8144.13465,31.25021464,34.81124487,Public,386422.98840496247,329863.2455686636,1,1,1,1,1,1
5,5,משרדים,2,0,1,,141.8722772,1121.751218,31.25155296,34.81268355,Public,386414.2844541922,329871.35701385,0,0,0,0,0,0
5,5,מוסך,1,0,1,,187.1774838,1950.107301,31.25182046,34.81316662,Public,386412.547840088,329874.07968788705,0,0,1,1,1,1
3,3,מוסך,1,0,1,,109.7139481,564.5080993,31.25235916,34.81276897,Public,386409.026812447,329871.8430869036,0,0,0,1,1,1
1,1,מסחרי,2,0,1,,8.092257168,3.728531533,31.20554712,34.8178204,Public,386712.6658384972,329901.078682908,0,0,0,0,0,1
1,0,תעשיה,3,0,1,,16.00395898,10.93307805,31.24234953,34.8195615,Public,386474.3417067704,329910.11502482765,0,0,0,0,0,0
1,0,תעשיה,3,0,1,,14.44431566,16.58768,31.24141793,34.81819176,Public,386480.3836520577,329902.3973888301,0,0,0,0,0,0
1,0,תשתית,1,0,1,,12.56072012,12.543554,31.24105103,34.81441515,Public,386482.7197130892,329881.10785417946,0,0,0,0,0,0
1,0,תשתית,1,0,1,,7.52685517,4.49267418,31.24073776,34.8145011,Public,386484.7586595386,329881.5938216153,0,0,0,0,0,0
1,3,מסחרי,1,0,1,,12.943607,8.22501,31.24056432,34.81425096,Public,386485.8834431671,329880.18448767293,0,0,0,0,0,0
1,0,תעשיה,1,0,1,,6.507854121,3.357930626,31.21645947,34.80705593,Public,386642.15617468016,329839.9413614126,1,1,1,1,1,1
1,0,תעשיה,1,0,1,,12.14967677,11.70381625,31.2170484,34.80677222,Public,386638.34493028646,329838.3259750204,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,8.95973182,6.3701845,31.2140966,34.81150311,Public,386657.4592759317,329865.1108352399,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,16.69535968,11.703663,31.21410804,34.80867362,Public,386657.3694716155,329849.1336380198,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,8.433939081,5.644474305,31.2154852,34.80967805,Public,386648.4730352101,329854.7686593876,0,1,1,0,1,1
1,1,מסחרי,2,0,1,,12.13447944,11.68427153,31.21558469,34.80971661,Public,386647.8300333036,329854.98380646284,0,1,1,0,1,1
1,1,מסחרי,2,0,1,,6.414702001,3.263635109,31.21545289,34.80955755,Public,386648.6811937987,329854.08915603405,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,8.228204888,5.371357837,31.2154299,34.80968481,Public,386648.8306032916,329854.8082525836,0,1,1,0,1,1
1,1,מסחרי,2,0,1,,10.03519338,7.985986354,31.21543453,34.80982115,Public,386648.80149645207,329855.5779063002,0,1,1,1,1,1
1,1,מסחרי,2,0,1,,7.826098805,4.839703837,31.21546669,34.80977444,Public,386648.5932930262,329855.31335105665,0,1,1,0,1,1
1,1,מסחרי,2,0,1,,7.796680827,4.822138879,31.21544292,34.80978499,Public,386648.74703462375,329855.373530268,0,1,1,0,1,1
1,1,מסחרי,2,0,1,,18.67713318,20.922594,31.21561002,34.80983576,Public,386647.6669926197,329855.65586745634,0,1,1,1,1,1
1,1,מסחרי,2,0,1,,22.47659839,30.532352,31.21559303,34.80997265,Public,386647.7776746158,329856.4291794627,0,1,1,1,1,1
1,1,מסחרי,2,0,1,,12.55949848,12.5388007,31.21543975,34.8097342,Public,386648.7672210959,329855.0868527825,0,1,1,0,1,1
1,1,תעשיה,1,0,1,,9.409398709,7.021019125,31.21618378,34.80982854,Public,386643.9570792499,329855.6004994147,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,9.409024689,7.02048893,31.21610954,34.80985256,Public,386644.4372874839,329855.7379831639,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,9.408828445,7.020187246,31.21608068,34.80983584,Public,386644.6237974942,329855.64431575953,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,9.407756636,7.01859422,31.21610655,34.8098165,Public,386644.4563955194,329855.53447309777,0,0,0,0,0,0
1,0,תעשיה,2,0,1,,7.877460514,4.906364657,31.21628394,34.80914437,Public,386643.3050476584,329851.7354287035,0,0,0,0,0,0
1,0,תעשיה,2,0,1,,6.839692432,3.710408412,31.21624831,34.80915089,Public,386643.53549793735,329851.773123428,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,8.413996059,5.6162055,31.21692299,34.80955103,Public,386639.1748283714,329854.0154663646,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,8.705199355,6.008355672,31.21692124,34.80947256,Public,386639.18563197454,329853.5725171327,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,8.93036193,6.323195634,31.21692187,34.80943273,Public,386639.1812957816,329853.34764732094,0,0,0,0,0,0
1,1,מסחרי,1,0,1,,9.552454075,7.2409135,31.21667622,34.8100434,Public,386640.773973708,329856.8012063399,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,6.56651162,3.418750778,31.21516394,34.80725994,Public,386650.5351597012,329841.12482050667,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,4.94218053,1.936573897,31.21561605,34.80761005,Public,386647.6141111137,329843.0900545174,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,4.942180704,1.936574032,31.2156128,34.80758617,Public,386647.634973832,329842.9553223258,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,4.942180564,1.936573925,31.21561883,34.80763472,Public,386647.5962924741,329843.2292583776,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,4.942180646,1.936573988,31.21562208,34.80765813,Public,386647.57542668935,329843.36133737053,0,0,0,0,0,0
1,1,תעשיה,2,0,1,,5.741008178,2.614111987,31.21405694,34.81151815,Public,386657.7156571364,329865.1968644657,0,1,0,1,1,1
1,1,תעשיה,2,0,1,,6.774688473,3.64023218,31.21398881,34.811515,Public,386658.1559185145,329865.1809699224,0,1,0,1,1,1
0,0,תחבורה,1,0,1,,12.16823818,7.351207,31.23690755,34.79279944,Public,386509.36755932495,329759.2968809335,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,14.81476293,9.980761,31.23534855,34.79701378,Public,386519.5664544207,329783.0464576787,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,15.67684154,11.840489,31.23550583,34.79706275,Public,386518.54457476287,329783.32197086205,0,0,0,0,0,0
1,0,תשתית,1,0,1,,9.539875976,5.128971546,31.23567374,34.7980373,Public,386517.4663538648,329788.813698165,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,11.1020611,7.254699,31.23817043,34.7980474,Public,386501.2290024848,329788.8657069057,0,0,0,0,0,0
1,0,משרדים,2,0,1,,15.07377669,18.064922,31.21315415,34.80734677,Public,386663.5266984017,329841.66745719133,0,0,0,0,0,0
1,0,משרדים,2,0,1,,8.642822331,3.961807736,31.20589783,34.80648073,Public,386710.37316077534,329836.994986394,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,9.509523808,5.355743857,31.22058489,34.79989438,Public,386615.4002792519,329799.440418724,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,25.07809651,50.001156,31.21869232,34.8023148,Public,386627.6743894301,329813.1330963194,0,0,0,0,0,0
0,0,תחבורה,1,0,1,,10.03343929,5.833056,31.21971409,34.80466088,Public,386621.0789618152,329826.3519154039,0,0,0,0,0,0
1,1,משרדים,2,0,1,,31.93266904,44.50062436,31.21995043,34.80203656,Public,386619.5273231141,329811.5385498397,0,0,0,0,0,0
1,1,תעשיה,1,0,1,,7.823150795,4.688205318,31.21900367,34.80238261,Public,386625.6595599201,329813.50953812187,0,0,0,0,0,1
0,0,תחבורה,1,0,1,,10.34792753,6.128051926,31.22943461,34.80271902,Public,386558.0532183521,329815.24901551177,0,0,0,0,0,0
1,1,מסחרי,2,0,1,,181.8350853,1213.637258,31.217746,34.81229582,Public,386633.8696120232,329869.4910280812,0,0,0,0,0,0
1,0,ארועים,1,0,1,,10.43871133,8.087306,31.22633051,34.79869885,Public,386578.1487333645,329792.6128239086,0,0,0,0,0,0
1,1,משרדים,4,8,1,,53.64551768,147.46695,31.25939335,34.77994166,Public,386362.39273691096,329687.21135749423,0,0,0,0,0,0
1,1,משרדים,4,8,1,,54.03197229,146.0421946,31.25911475,34.78061044,Public,386364.2318180101,329690.9648699441,0,0,0,0,0,0
1,1,מסחרי,1,0,1,,77.95057457,287.1369716,31.25973988,34.78039526,Public,386360.1350021153,329689.7705935446,1,1,1,1,1,0
1,1,בנק,1,0,1,מחסני השוק,88.13790877,370.8037694,31.25973007,34.78023464,Public,386360.19545968506,329688.8672257763,1,1,1,1,1,1
1,1,מועדון,2,0,1,מרכז אמנויות לחימה,124.5990249,822.856864,31.26671862,34.78623694,Public,386314.55978214974,329722.80414011393,0,0,0,1,1,1
1,0,מגורים,2,1,1,,35.94079566,70.42220227,31.26788028,34.7728188,Residence,386306.5938136197,329647.43639785313,0,0,0,0,0,0
1,0,מגורים,2,1,1,,38.98549413,83.40302054,31.26782258,34.77285338,Residence,386306.9733434547,329647.6286156456,0,0,0,0,0,0
1,0,מגורים,5,10,1,,63.53805934,181.270112,31.26401909,34.78167793,Residence,386332.13983419305,329697.0976072213,0,0,0,0,0,0
1,0,מגורים,4,8,1,,80.9391652,227.0209312,31.26410004,34.77969614,Residence,386331.5603837691,329685.9600234626,0,0,0,0,0,0
1,0,מגורים,2,1,1,,41.35776004,87.47059497,31.26561875,34.78170465,Residence,386321.6565216598,329697.2949426225,0,0,0,0,0,0
1,0,מגורים,2,1,1,,36.36543648,60.6421521,31.26558259,34.781551,Residence,386321.88970091305,329696.4302178092,0,0,0,0,0,0
