Entrances,Not_reside,Used,floors,appartment,RuleID,Name,Shape_Leng,Shape_Area,lat,lon
1,0,מגורים,1,1,1,,35.09736034,75.98800089,31.2232183,34.77653199
1,0,מגורים,1,1,1,,35.09820965,75.991766,31.22327047,34.77658651
1,0,מגורים,1,1,1,,37.25159357,86.36059221,31.22361072,34.7764996
1,0,מגורים,1,1,1,,33.62177288,68.35874309,31.22355816,34.77644522
1,0,מגורים,1,1,1,,45.53619646,113.9953607,31.22349547,34.77634268
1,0,מגורים,1,1,1,,35.374497,77.20567095,31.22342799,34.77630896
1,0,מגורים,1,1,1,,34.58607994,73.67722507,31.2227259,34.77713855
1,0,מגורים,1,1,1,,35.42967595,77.76373781,31.22277264,34.77707715
1,0,מגורים,1,1,1,,36.55907701,83.04526171,31.22307545,34.77711422
1,0,מגורים,1,1,1,,34.2391181,71.61938453,31.22302237,34.77705958
1,0,מגורים,1,1,1,,35.40982904,77.3322887,31.22292189,34.77695604
1,0,מגורים,1,1,1,,35.43612268,77.51841507,31.22286887,34.77690133
1,0,מגורים,1,1,1,,53.09618637,133.9136988,31.22397097,34.77729704
1,0,מגורים,1,1,1,,34.58721393,73.3344217,31.22400857,34.77722817
1,0,מגורים,1,1,1,,34.96678366,75.17223622,31.22408084,34.77713559
1,0,מגורים,1,1,1,,35.38543554,77.30269834,31.22412707,34.77707456
1,0,מגורים,1,1,1,,34.87509518,74.9876518,31.22374336,34.77708229
1,0,מגורים,1,1,1,,35.077596,75.94897316,31.223697,34.77714314
1,0,מגורים,1,1,1,,34.50866719,70.72678421,31.22272845,34.77622676
1,0,מגורים,1,1,1,,33.58182056,65.811606,31.22277593,34.77627513
1,1,מקלט,1,0,1,קו לחיים,50.75000986,133.936933,31.22297202,34.77626498
1,1,מקלט,1,0,1,מוקד קהילתי,50.96703351,135.3934137,31.2237495,34.77524992
1,0,מגורים,1,1,1,,35.53949915,78.07358449,31.22352917,34.77697058
1,0,מגורים,1,1,1,,44.61503626,106.7734776,31.22359073,34.77692531
1,0,מגורים,1,1,1,,34.2050828,71.75511538,31.2236483,34.77681554
1,0,מגורים,1,1,1,,35.83606406,79.70076045,31.22369482,34.77675422
1,0,מגורים,1,1,1,,44.6206747,110.4972872,31.22393423,34.77607446
1,0,מגורים,1,1,1,,31.90861122,61.39053366,31.22390201,34.7760048
1,0,מגורים,1,1,1,,34.56137972,73.26054302,31.2242252,34.77649068
1,0,מגורים,2,1,1,,44.48186871,106.0368091,31.2241921,34.77641936
1,0,מגורים,1,1,1,,44.1306861,108.6314148,31.2238001,34.77593325
1,0,מגורים,2,1,1,,44.59102489,106.4312143,31.22374886,34.77588601
1,0,מגורים,1,1,1,,32.49509057,64.4057737,31.2239236,34.77561601
1,0,מגורים,1,1,1,,52.95177073,123.763842,31.22332721,34.77548033
1,0,מגורים,2,1,1,,53.51131404,130.3868562,31.22314103,34.77574318
1,0,מגורים,1,1,1,,45.27109166,110.7478278,31.22270944,34.77481013
1,0,מגורים,1,1,1,,32.80370034,65.36657554,31.22268606,34.77488466
1,0,מגורים,1,1,1,,48.57573065,112.5764999,31.22225105,34.77547232
1,0,מגורים,2,1,1,,44.56816829,101.9085003,31.22233761,34.77578512
1,0,מגורים,1,1,1,,35.16022703,73.19453106,31.22236944,34.77585405
1,0,מגורים,2,1,1,,47.20280338,124.2834741,31.2233361,34.77669488
1,0,מגורים,1,1,1,,45.76352393,110.2388965,31.22339257,34.77674477
1,0,מגורים,1,1,1,,34.63341848,73.78681303,31.22381636,34.77698736
1,0,מגורים,2,1,1,,47.13153858,121.9051399,31.22384575,34.77690655
1,0,מגורים,2,1,1,,40.84154039,94.1826836,31.22288978,34.77730402
1,0,מגורים,2,1,1,,41.35044934,96.8921829,31.22293747,34.77724205
1,0,מגורים,2,1,1,,8.730299539,4.241773098,31.22298001,34.7773026
1,0,מגורים,1,1,1,,68.90596026,192.1014935,31.2226249,34.77725636
1,0,מגורים,1,1,1,,45.13598127,111.724324,31.22268644,34.77674092
1,0,מגורים,2,1,1,,45.24642772,111.2789592,31.22263075,34.77669034
1,0,מגורים,1,1,1,,34.34839573,72.31408372,31.22105128,34.77501615
1,0,מגורים,2,1,1,,47.48043334,123.9556167,31.2210868,34.77509188
1,0,מגורים,2,1,1,,33.84503212,70.49068046,31.22385057,34.77946183
1,0,מגורים,1,1,1,,34.44249413,69.36319427,31.22359474,34.77368791
1,0,מגורים,1,1,1,,34.04616146,67.87169827,31.22367417,34.77358355
1,0,מגורים,1,1,1,,33.59816491,65.77961957,31.22371493,34.77353043
1,0,מגורים,1,1,1,,33.8693261,66.33868302,31.2231481,34.77389325
1,0,מגורים,1,1,1,,34.46105495,69.18849696,31.22310181,34.77384495
1,0,מגורים,1,1,1,,44.43875681,102.4573687,31.22324815,34.77370745
1,0,מגורים,1,1,1,,42.67630409,102.2324173,31.2232965,34.77365907
1,0,מגורים,1,1,1,,33.86991272,67.22280587,31.22335268,34.77353309
1,0,מגורים,1,1,1,,33.61589452,65.66652117,31.22339321,34.77347963
1,0,מגורים,1,1,1,,34.39991312,69.04754951,31.22347236,34.77337661
1,0,מגורים,1,1,1,,49.82357977,123.0555993,31.22353334,34.7733307
1,0,מגורים,1,1,1,,33.56045882,68.70208994,31.22296984,34.77451537
1,1,גן ילדים,1,0,1,,73.34559049,269.1339365,31.22196746,34.77395506
1,0,מגורים,1,1,1,,32.39226416,63.30226827,31.22190792,34.77351762
1,0,מגורים,2,1,1,,45.34159446,115.2447981,31.22196935,34.77348291
1,1,מקלט,1,0,1,תנועת נוער,66.59236661,173.1982354,31.22090544,34.77428284
1,0,מגורים,1,1,1,,33.38932227,68.10010527,31.22083123,34.77397522
1,0,מגורים,1,1,1,,33.28396453,67.63538763,31.22087377,34.77391991
1,0,מגורים,1,1,1,,33.62659852,69.42058965,31.2209531,34.77381754
1,0,מגורים,1,1,1,,32.91566116,65.80943226,31.22099497,34.7737616
1,0,מגורים,1,1,1,,33.33750359,67.84347612,31.22087815,34.77345936
1,0,מגורים,1,1,1,,33.31777415,67.74208661,31.22092041,34.77340401
1,0,מגורים,1,1,1,,33.37100907,67.85941085,31.22082402,34.77236477
1,0,מגורים,1,1,1,,33.71004288,69.2660068,31.22087084,34.77241504
1,0,מגורים,1,1,1,,34.17390087,67.94362172,31.22269838,34.77342514
1,0,מגורים,1,1,1,,43.88661655,99.58884372,31.22275953,34.77345549
1,1,מקלט,1,0,1,,51.06399359,135.9840569,31.22289568,34.7735563
1,0,מגורים,1,1,1,,34.38000371,69.25159805,31.2230701,34.77342748
1,0,מגורים,1,1,1,,33.35419287,64.69016906,31.22302911,34.77348129
1,0,מגורים,2,1,1,,59.34389068,173.4425478,31.22431512,34.77420085
1,0,מגורים,1,1,1,,32.24305251,63.30005862,31.22412339,34.77395363
1,0,מגורים,1,1,1,,33.24864363,68.03383077,31.22408106,34.77400848
1,0,מגורים,1,1,1,,43.52627323,101.2886488,31.22398611,34.77409289
1,0,מגורים,1,1,1,,45.09486172,111.5616933,31.2239407,34.77414604
1,0,מגורים,1,1,1,,33.29746111,67.7824695,31.22388202,34.77426793
1,0,מגורים,2,1,1,,44.97093836,109.6683501,31.22381997,34.77430447
1,0,מגורים,1,1,1,,44.88871414,102.0650213,31.22368815,34.77441695
1,0,מגורים,1,1,1,,34.46382858,69.58961288,31.22371885,34.7744856
1,0,מגורים,1,1,1,,32.83917289,62.0303091,31.22350366,34.77426156
1,0,מגורים,1,1,1,,34.67416495,71.19731708,31.2235505,34.77430881
1,0,מגורים,1,1,1,,33.82948925,67.09396976,31.22331584,34.77406774
1,0,מגורים,1,1,1,,34.13313859,67.826935,31.22326985,34.77401945
1,0,מגורים,1,1,1,,42.86996775,99.85279167,31.22364857,34.77412458
1,0,מגורים,1,1,1,,33.44661411,68.35383941,31.22367231,34.77405182
1,0,מגורים,1,1,1,,35.35307224,73.92696348,31.22375685,34.77395126
1,0,מגורים,1,1,1,,33.16123366,62.68188671,31.22379893,34.77389742
1,0,מגורים,1,1,1,,33.79883497,65.74527809,31.2238756,34.77379648
1,0,מגורים,1,1,1,,34.70735725,70.6119026,31.22391678,34.77374217
1,0,מגורים,1,1,1,,33.25370959,64.69877141,31.2234334,34.77390122
1,0,מגורים,1,1,1,,34.43643671,70.09300837,31.22347415,34.7738475
1,0,מגורים,1,1,1,,34.01645919,67.62954601,31.22355375,34.77374267
1,0,מגורים,1,1,1,,32.9039489,66.37191345,31.22444568,34.77898321
1,0,מגורים,1,1,1,,32.91255864,66.05451461,31.22060779,34.77332161
1,0,מגורים,1,1,1,,33.53289369,69.01886018,31.22065029,34.77326584
1,0,מגורים,1,1,1,,33.113236,67.08607236,31.22066152,34.77268384
1,0,מגורים,1,1,1,,32.80557865,65.72324245,31.22061453,34.77263448
1,0,מגורים,1,1,1,,33.2706592,67.45049206,31.22052037,34.77253842
1,0,מגורים,1,1,1,,33.41427311,68.23928827,31.22047302,34.77248891
1,0,מגורים,1,1,1,,43.80701612,105.3296741,31.22361876,34.78048685
1,0,מגורים,1,1,1,,43.40802732,102.4175582,31.22368048,34.78046916
1,0,מגורים,1,1,1,,24.27195027,36.38882583,31.22363999,34.7802684
1,0,מגורים,1,1,1,,47.14916924,96.05149933,31.22374092,34.78018795
1,0,מגורים,1,1,1,,32.51834323,64.96651813,31.22379761,34.78014639
0,0,תחבורה,1,0,1,,11.96954121,7.251615926,31.22154284,34.77536563
1,0,מגורים,1,1,1,,33.47385434,69.01701148,31.2243007,34.77834443
1,0,מגורים,1,1,1,,43.8494675,103.004744,31.22435665,34.77829731
1,0,מגורים,1,1,1,,33.14174336,67.48554752,31.22433528,34.7793466
1,0,מגורים,1,1,1,,32.6685716,65.27000203,31.22439741,34.77932905
1,0,מגורים,1,1,1,,42.48716884,99.89761452,31.22389638,34.77980323
1,0,מגורים,1,1,1,,43.12312572,103.8527147,31.22387988,34.77973038
1,0,מגורים,1,1,1,,33.86940248,70.1836217,31.2214455,34.77461083
1,0,מגורים,1,1,1,,34.99272299,75.49559453,31.22088321,34.77484301
1,0,מגורים,1,1,1,,35.06539375,75.85043093,31.2209357,34.7748967
1,0,מגורים,1,1,1,,33.548601,68.69744281,31.22284878,34.77467156
1,0,מגורים,1,1,1,,33.57501811,65.27021366,31.22390206,34.77467466
1,0,מגורים,1,1,1,,33.73628587,66.35733391,31.22587869,34.77922925
1,0,מגורים,1,1,1,,34.45668069,69.94106909,31.2259394,34.77921201
1,0,מגורים,1,1,1,,33.89035126,67.1244949,31.2256863,34.77928417
1,0,מגורים,1,1,1,,34.29554155,69.16808514,31.22574697,34.77926677
1,0,מגורים,1,1,1,,34.06107714,68.00648609,31.22616803,34.77882515
1,0,מגורים,1,1,1,,32.69082796,61.12078794,31.22605679,34.77885579
1,0,מגורים,1,1,1,,35.65352043,75.98644918,31.22599619,34.77887291
1,0,מגורים,1,1,1,,34.13202807,68.350572,31.22562378,34.77897995
1,0,מגורים,1,1,1,,34.20715681,68.73503133,31.22568432,34.7789625
1,0,מגורים,1,1,1,,38.80795433,78.98519817,31.22616293,34.77850544
1,0,מגורים,1,1,1,,34.52276784,64.58481603,31.22610175,34.77851644
1,0,מגורים,1,1,1,,34.15430696,68.47043278,31.22603876,34.77821337
1,0,מגורים,1,1,1,,34.15806156,68.57779579,31.22609927,34.77819581
1,0,מגורים,1,1,1,,33.54151184,65.38528307,31.22568681,34.77831299
1,0,מגורים,1,1,1,,34.7937737,71.70248611,31.2257473,34.77829533
1,0,מגורים,1,1,1,,38.13476159,78.01684177,31.22548709,34.77836863
1,0,מגורים,1,1,1,,34.63369184,70.91602346,31.22555402,34.77835119
1,0,מגורים,1,1,1,,33.89136736,67.12786004,31.22597338,34.77790657
1,0,מגורים,1,1,1,,34.29652859,69.1714895,31.22603405,34.77788917
1,0,מגורים,1,1,1,,34.29638092,69.16998595,31.2258586,34.77793966
1,0,מגורים,1,1,1,,33.89253501,67.13284268,31.22579793,34.77795707
1,0,מגורים,1,1,1,,32.36359624,64.63924654,31.2252489,34.77812345
1,0,מגורים,1,1,1,,34.29782682,69.20766725,31.22618074,34.77946944
1,0,מגורים,1,1,1,,34.03808457,67.87718,31.22612022,34.77948699
1,0,מגורים,1,1,1,,34.11743467,68.25400372,31.22623206,34.77912914
1,0,מגורים,1,1,1,,43.75076139,78.85147793,31.22612332,34.77915505
1,0,מגורים,1,1,1,,40.74754804,81.74043568,31.22605496,34.77917188
1,0,מגורים,1,1,1,,34.3975733,69.01882433,31.22286492,34.7727482
1,0,מגורים,2,1,1,,46.20580411,113.1859086,31.22276854,34.77282986
1,0,מגורים,1,1,1,,44.74364129,105.9632304,31.22272714,34.77288751
1,0,מגורים,1,1,1,,33.93286691,67.16514874,31.22266718,34.77300747
1,0,מגורים,1,1,1,,34.12456183,68.22329153,31.22262613,34.77306174
1,0,מגורים,1,1,1,,36.37126979,77.36110501,31.22250547,34.77323152
1,0,מגורים,1,1,1,,35.28983086,71.05733827,31.22245934,34.77318242
1,0,מגורים,1,1,1,,34.31135577,68.77414531,31.22242294,34.77285424
1,0,מגורים,1,1,1,,34.5898805,70.57779207,31.22246463,34.77279917
1,0,מגורים,1,1,1,,34.33119817,68.79571684,31.22254389,34.77269739
1,0,מגורים,2,1,1,,45.76889198,111.1940863,31.22260449,34.77266026
1,0,מגורים,1,1,1,,34.37261222,69.44460734,31.22250288,34.77227583
1,0,מגורים,1,1,1,,34.2157507,68.32128821,31.22246093,34.7723304
1,0,מגורים,1,1,1,,34.10528889,68.06637511,31.22238307,34.77243127
1,0,מגורים,1,1,1,,34.61470696,70.55887776,31.22234152,34.77248635
1,0,מגורים,1,1,1,,34.65054789,70.28764588,31.22226241,34.77258928
1,0,מגורים,1,1,1,,34.16166519,67.5728998,31.22222038,34.77264331
1,0,מגורים,1,1,1,,34.40660559,68.20228755,31.22210496,34.77281174
1,0,מגורים,1,1,1,,34.88340398,69.62283346,31.22205886,34.77276392
1,0,מגורים,1,1,1,,34.96552429,72.46383617,31.22201926,34.77243438
1,0,מגורים,1,1,1,,33.85930606,66.83721875,31.22206157,34.77237902
1,0,מגורים,1,1,1,,34.49486915,70.01328448,31.22214023,34.77227666
1,0,מגורים,1,1,1,,34.06922161,68.26930973,31.22218189,34.77222145
1,0,מגורים,1,1,1,,34.48753361,69.73277831,31.22226028,34.77212068
1,0,מגורים,1,1,1,,34.22496464,68.43796999,31.22230184,34.77206606
1,0,מגורים,1,1,1,,51.04677271,127.6653739,31.22113266,34.77451919
1,0,מגורים,1,1,1,,34.01347113,67.49745798,31.22115917,34.77459887
1,0,מגורים,1,1,1,,34.37004666,69.14394567,31.22290725,34.77269433
1,0,מגורים,1,1,1,,33.20715682,66.89468124,31.22148775,34.77455542
1,0,מגורים,1,1,1,,35.28463384,76.63959241,31.22170556,34.7766406
1,0,מגורים,1,1,1,,35.25177049,76.4769577,31.22175158,34.77657966
1,0,מגורים,1,1,1,,35.0890834,75.66839961,31.22194528,34.77632682
1,0,מגורים,1,1,1,,54.10843127,131.5989255,31.22201423,34.77629183
1,0,מגורים,1,1,1,,35.33942226,76.91116207,31.2214951,34.77642247
1,0,מגורים,1,1,1,,35.26812875,76.55796957,31.22161569,34.77626624
1,0,מגורים,1,1,1,,35.26822197,76.5583745,31.2216617,34.7762053
1,0,מגורים,1,1,1,,37.50204286,80.20337325,31.22173227,34.77610535
1,0,מגורים,1,1,1,,35.24169561,76.68630722,31.2217807,34.77604824
1,0,מגורים,1,1,1,,45.19389751,110.2721622,31.22188424,34.77682572
1,0,מגורים,1,1,1,,35.0473321,75.5501946,31.22194506,34.77678051
1,0,מגורים,1,1,1,,48.4369111,124.5180851,31.22204571,34.77660368
1,0,מגורים,1,1,1,,34.92013662,74.84333725,31.22201845,34.77668588
1,0,מגורים,1,1,1,,35.92550357,79.81492981,31.22213963,34.77652705
1,0,מגורים,1,1,1,,34.61094291,73.30275698,31.22218567,34.77646613
1,0,מגורים,1,1,1,,35.30597406,76.93644852,31.22239527,34.77668457
1,0,מגורים,1,1,1,,35.14078546,76.15589641,31.22234866,34.77674599
1,0,מגורים,1,1,1,,45.47889243,115.7810028,31.22229225,34.77685809
1,0,מגורים,1,1,1,,46.62291657,118.8349164,31.22224689,34.77692175
1,0,מגורים,1,1,1,,35.0973199,75.90725688,31.22215477,34.77699823
1,0,מגורים,1,1,1,,35.35488148,77.20455876,31.22210816,34.77705965
1,0,מגורים,1,1,1,,44.73673375,110.9520846,31.22132588,34.77533238
1,0,מגורים,1,1,1,,34.89735565,75.13706759,31.2212866,34.77526084
1,0,מגורים,1,1,1,,35.49533545,77.84762601,31.2211828,34.77542834
1,0,מגורים,1,1,1,,34.97543251,75.29454197,31.22113616,34.77548958
1,0,מגורים,1,1,1,,36.51174219,82.71641606,31.22130225,34.77622017
1,0,מגורים,1,1,1,,34.01184195,70.34050323,31.22134828,34.77615927
1,0,מגורים,1,1,1,,35.19484295,76.21099705,31.22142177,34.77606416
1,0,מגורים,1,1,1,,35.21152523,76.25658748,31.22146763,34.77600349
1,0,מגורים,1,1,1,,34.61209027,73.30674257,31.2215879,34.77584601
1,0,מגורים,1,1,1,,35.89948437,79.68251565,31.22154193,34.7759069
1,0,מגורים,1,1,1,,35.09204861,75.63866106,31.22191223,34.77590978
1,0,מגורים,1,1,1,,35.71232333,78.71709813,31.2218597,34.7758557
1,0,מגורים,1,1,1,,34.59452341,73.09960909,31.22168957,34.77567973
1,0,מגורים,1,1,1,,36.2773879,81.47913395,31.22174192,34.7757339
1,0,מגורים,1,1,1,,33.62749392,65.56224882,31.22156338,34.7750177
1,0,מגורים,1,1,1,,34.31563652,69.63350404,31.22151706,34.77496936
1,0,מגורים,1,1,1,,45.83397079,111.8829064,31.22107789,34.77599419
1,0,מגורים,1,1,1,,35.45441742,77.62906236,31.2211414,34.77594884
1,0,מגורים,1,1,1,,34.95446244,75.1884336,31.22121288,34.77585038
1,0,מגורים,1,1,1,,45.59644775,113.2160752,31.22124398,34.77577341
1,0,מגורים,1,1,1,,34.84931201,74.67539261,31.22133074,34.77569163
1,0,מגורים,1,1,1,,35.62107219,78.46527033,31.22137738,34.77563039
1,0,מגורים,1,1,1,,33.32520221,63.54568028,31.2213279,34.77477403
1,0,מגורים,1,1,1,,35.18933132,73.18838549,31.22128139,34.77472585
1,0,מגורים,1,1,1,,41.83726518,91.39728842,31.22228254,34.77723602
1,0,מגורים,1,1,1,,34.6318791,73.60030089,31.22232285,34.77717006
1,0,מגורים,1,1,1,,35.4059384,77.47429778,31.22239597,34.77707443
1,0,מגורים,1,1,1,,34.91170288,75.02701541,31.22244252,34.77701319
1,0,מגורים,1,1,1,,35.35474974,76.8970699,31.22231532,34.77632731
1,0,מגורים,1,1,1,,35.53165706,77.77679095,31.22226284,34.77627318
1,0,מגורים,1,1,1,,35.44328064,77.33729594,31.22214749,34.77615328
1,0,מגורים,1,1,1,,35.44336731,77.33773267,31.22209501,34.77609915
1,0,מגורים,1,1,1,,35.72858664,79.06461041,31.21998834,34.77314093
1,0,מגורים,1,1,1,,34.38666037,72.50245385,31.2200408,34.77319465
1,0,מגורים,1,1,1,,35.46479462,77.77514942,31.2201217,34.77328141
1,0,מגורים,1,1,1,,34.64935136,73.78778271,31.22017416,34.77333514
0,0,תחבורה,1,0,1,,11.67178169,6.897881149,31.22025718,34.77337608
1,0,מגורים,1,1,1,,34.89727125,74.91101819,31.21956169,34.77326735
1,0,מגורים,1,1,1,,35.57303346,78.22934844,31.21960832,34.77320611
1,0,מגורים,1,1,1,,34.48224694,72.87297839,31.21968061,34.7731118
1,0,מגורים,1,1,1,,35.98819919,80.267946,31.21972724,34.77305056
1,0,מגורים,1,1,1,,35.65656568,78.64021093,31.21980219,34.7729543
1,0,מגורים,1,1,1,,34.81169973,74.49018439,31.21984883,34.77289307
1,0,מגורים,1,1,1,,40.49959102,95.87120587,31.21986991,34.77258061
1,0,מגורים,1,1,1,,34.13543314,71.27184742,31.21992883,34.7726393
1,0,מגורים,1,1,1,,34.56947847,73.40409833,31.22000882,34.77272407
1,0,מגורים,1,1,1,,35.53633107,78.12642788,31.22006127,34.7727778
1,0,מגורים,1,1,1,,34.63177623,73.73507002,31.22016409,34.77288699
1,0,מגורים,1,1,1,,35.4177128,77.55584103,31.22021651,34.77294075
1,0,מגורים,1,1,1,,35.05845852,75.77117724,31.22030671,34.77303274
1,0,מגורים,1,1,1,,34.96875329,75.3505608,31.22035894,34.77308639
1,0,מגורים,1,1,1,,33.47161529,68.44537524,31.22107478,34.77118117
1,0,מגורים,1,1,1,,33.55796299,68.80590455,31.22111738,34.77112522
1,0,מגורים,1,1,1,,33.28763471,67.79980393,31.22119497,34.77102426
1,0,מגורים,1,1,1,,33.37416493,68.18676552,31.22123777,34.77096838
1,0,מגורים,1,1,1,,33.49628856,68.47278871,31.22153624,34.77127437
1,0,מגורים,1,1,1,,33.8341996,70.07259133,31.22149335,34.77133064
1,0,מגורים,1,1,1,,33.62408864,69.06441023,31.22141613,34.77143055
1,0,מגורים,1,1,1,,33.70678626,69.38953677,31.22137324,34.77148655
1,0,מגורים,1,1,1,,33.58531778,68.89184681,31.22129604,34.77158772
1,0,מגורים,1,1,1,,33.5860596,68.89474305,31.22125363,34.77164394
1,0,מגורים,1,1,1,,33.76308822,69.68469359,31.22128158,34.77188127
1,0,מגורים,1,1,1,,33.22379413,67.26539176,31.22151767,34.77212521
1,0,מגורים,1,1,1,,33.5498598,68.86052044,31.22156572,34.77217415
1,0,מגורים,1,1,1,,34.70118735,70.54293321,31.22165512,34.77234643
1,0,מגורים,1,1,1,,33.57535677,65.25250373,31.22170216,34.77239451
1,0,מגורים,1,1,1,,32.87687308,65.59381961,31.22135355,34.77283844
1,0,מגורים,1,1,1,,33.864874,70.38053599,31.22131096,34.77289372
1,0,מגורים,1,1,1,,42.4490469,85.09204423,31.22148364,34.77268846
1,0,מגורים,1,1,1,,33.89906995,66.58334642,31.22143071,34.77263286
1,0,מגורים,1,1,1,,33.6930553,69.54943841,31.22123304,34.77299653
1,0,מגורים,1,1,1,,33.16473702,67.04183422,31.22119023,34.77305212
1,0,מגורים,1,1,1,,34.2703033,72.44098947,31.22111179,34.77315401
1,0,מגורים,1,1,1,,35.57602975,71.47186692,31.2210678,34.77321484
1,0,מגורים,1,1,1,,34.19311254,71.92661523,31.22104155,34.7727553
1,0,מגורים,1,1,1,,32.63072098,64.41127528,31.22108404,34.77269974
1,0,מגורים,1,1,1,,32.57842052,64.62352966,31.22154759,34.77304126
1,0,מגורים,1,1,1,,33.4919515,68.40241609,31.22132968,34.77193093
1,0,מגורים,1,1,1,,33.76836222,69.76555893,31.22136793,34.77176196
1,0,מגורים,1,1,1,,33.35343733,67.75979294,31.22141039,34.77170601
1,0,מגורים,1,1,1,,33.47810024,68.37561986,31.22148735,34.77160517
1,0,מגורים,1,1,1,,33.51027271,68.51257875,31.22152956,34.77154942
1,0,מגורים,1,1,1,,33.70932775,69.43640406,31.22160758,34.7714475
1,0,מגורים,1,1,1,,33.51436249,68.4911273,31.2216504,34.77139182
1,0,מגורים,1,1,1,,34.53070692,73.44214514,31.22193999,34.77169368
1,0,מגורים,1,1,1,,32.66354728,64.4105612,31.22189722,34.7717495
1,0,מגורים,1,1,1,,32.98659988,66.37369424,31.22182154,34.77184873
1,0,מגורים,1,1,1,,33.51418845,68.93313599,31.22177894,34.77190452
1,0,מגורים,1,1,1,,32.63013436,64.36189963,31.22170222,34.77200465
1,0,מגורים,1,1,1,,34.22314545,72.05461155,31.22165948,34.77205989
1,0,מגורים,1,1,1,,34.30094385,69.08131309,31.22209846,34.77185611
1,0,מגורים,1,1,1,,34.39465508,69.02135775,31.22205651,34.77191087
1,0,מגורים,1,1,1,,34.289242,68.92485988,31.2219785,34.77201323
1,0,מגורים,1,1,1,,34.29877416,68.42148275,31.22193656,34.77206764
1,0,מגורים,1,1,1,,33.14205699,63.54202512,31.22185986,34.77216731
1,0,מגורים,1,1,1,,35.43553165,75.00738212,31.22181838,34.77222257
1,0,מגורים,1,1,1,,37.55651451,78.0386548,31.22150135,34.77309072
1,0,מגורים,1,1,1,,33.56703491,68.88341112,31.22142699,34.77319889
1,0,מגורים,1,1,1,,32.88284015,65.47707751,31.22138513,34.77325333
1,0,מגורים,1,1,1,,37.13167215,74.39587545,31.22167074,34.77287688
1,0,מגורים,1,1,1,,38.86409803,80.17775101,31.22171877,34.77293464
1,0,מגורים,1,1,1,,34.13631076,68.3428774,31.22183593,34.77305392
1,0,מגורים,1,1,1,,33.87733029,67.01531275,31.22188213,34.77310279
1,0,מגורים,1,1,1,,34.96987983,75.74418493,31.22175404,34.77326219
1,0,מגורים,1,1,1,,31.80221123,60.53533053,31.22171133,34.7733179
1,0,מגורים,2,1,1,,57.66307834,186.0608431,31.22482528,34.77529912
1,0,מגורים,1,1,1,,59.2029875,176.2577054,31.22494136,34.77513448
1,0,מגורים,1,1,1,,58.37849414,157.4974199,31.22463164,34.77589768
1,0,מגורים,1,1,1,,33.46052404,68.95992986,31.22473404,34.77858371
1,0,מגורים,1,1,1,,37.02307204,79.36738488,31.22480435,34.77856554
1,0,מגורים,1,1,1,,32.86863958,66.20667728,31.22464996,34.77824715
1,0,מגורים,1,1,1,,32.94199681,66.55013254,31.22471209,34.77822959
1,0,מגורים,1,1,1,,33.37228458,69.06007494,31.22489715,34.77818933
1,0,מגורים,1,1,1,,49.21432057,113.9049676,31.2248714,34.77811832
1,0,מגורים,1,1,1,,34.27169134,69.07073114,31.22622854,34.77880757
1,0,מגורים,1,1,1,,35.47755441,69.2154644,31.22635923,34.77974266
1,0,מגורים,1,1,1,,34.17509392,68.51434866,31.22642053,34.77972467
1,0,מגורים,1,1,1,,34.071338,68.04469734,31.22629272,34.77911168
1,0,מגורים,1,1,1,,33.6403317,69.16641339,31.22544877,34.7753265
1,0,מגורים,1,1,1,,33.40444682,68.02713205,31.22540675,34.77538273
1,0,מגורים,1,1,1,,33.67555718,69.64410835,31.22528826,34.77553727
1,0,מגורים,1,1,1,,43.43040047,100.9455234,31.22534876,34.7755007
1,0,מגורים,1,1,1,,34.6367716,74.15076017,31.22516947,34.77569246
1,0,מגורים,1,1,1,,32.14312662,61.91298041,31.22521153,34.77563661
1,0,מגורים,1,1,1,,43.25986347,101.7631221,31.22510757,34.77581488
1,0,מגורים,1,1,1,,32.99029451,66.7086024,31.2250478,34.77585287
1,0,מגורים,1,1,1,,34.28353527,69.10606417,31.22568375,34.77798846
1,0,מגורים,1,1,1,,33.90419922,67.19245249,31.22562308,34.77800587
1,0,מגורים,1,1,1,,34.38109252,69.59328685,31.22550046,34.77804215
1,0,מגורים,1,1,1,,33.8066681,66.7056641,31.22543975,34.77805941
1,0,מגורים,1,1,1,,32.58310425,64.84935201,31.22486083,34.77919855
1,0,מגורים,1,1,1,,33.26150721,68.02789091,31.22492296,34.779181
1,0,מגורים,1,1,1,,32.88042636,66.84446927,31.22511863,34.77918901
0,0,תחבורה,1,0,1,,11.45597654,6.554143965,31.22526604,34.77937663
1,0,מגורים,1,1,1,,32.08400622,63.23191668,31.22510231,34.7791162
1,0,מגורים,1,1,1,,32.06968241,63.30781,31.22523336,34.77805108
1,0,מגורים,1,1,1,,69.82548855,195.037372,31.22456972,34.77474928
1,0,מגורים,1,1,1,,43.3035325,104.1877721,31.22452977,34.77996539
1,0,מגורים,1,1,1,,48.34820927,115.3253184,31.22446603,34.77997041
1,0,מגורים,1,1,1,,42.98145674,101.0402974,31.22459637,34.78059661
1,0,מגורים,1,1,1,,42.85389817,101.8282082,31.22465779,34.78057739
1,0,מגורים,1,1,1,,32.41053404,64.03845095,31.22471774,34.78085334
1,0,מגורים,1,1,1,,44.92110925,108.5747332,31.22465078,34.78084184
